split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
zsl_split,3,8,2080483195.tif,9,2073891497.tif,1
zsl_split,3,8,2080483195.tif,7675,01838911_8915.tif,0
zsl_split,3,9,2073891497.tif,10,2070869014.tif,1
zsl_split,3,9,2073891497.tif,7256,01836164_6168.tif,0
zsl_split,3,10,2070869014.tif,8,2080483195.tif,1
zsl_split,3,10,2070869014.tif,6597,505533561+-3566.tif,0
zsl_split,3,11,2085595807.tif,10,2070869014.tif,1
zsl_split,3,11,2085595807.tif,1493,505859960+-9960.tif,0
zsl_split,3,15,96211323.tif,16,98862551.tif,1
zsl_split,3,15,96211323.tif,7144,01839244_9248.tif,0
zsl_split,3,16,98862551.tif,15,96211323.tif,1
zsl_split,3,16,98862551.tif,7537,01834814_4818.tif,0
zsl_split,3,849,2070261079.tif,857,2070261151.tif,1
zsl_split,3,849,2070261079.tif,7060,873712.tif,0
zsl_split,3,850,2070261509.tif,856,2070261241.tif,1
zsl_split,3,850,2070261509.tif,7451,01834240_4244.tif,0
zsl_split,3,851,2070261746.tif,857,2070261151.tif,1
zsl_split,3,851,2070261746.tif,7477,01838615_8619.tif,0
zsl_split,3,852,2070261136.tif,856,2070261241.tif,1
zsl_split,3,852,2070261136.tif,5219,2076925279_5280.tif,0
zsl_split,3,853,2070261923.tif,854,2070261133.tif,1
zsl_split,3,853,2070261923.tif,7628,01837415_7419.tif,0
zsl_split,3,854,2070261133.tif,859,2070261905.tif,1
zsl_split,3,854,2070261133.tif,7546,01835595_5599.tif,0
zsl_split,3,855,2084614778.tif,862,2084614817.tif,1
zsl_split,3,855,2084614778.tif,7540,01835033_5037.tif,0
zsl_split,3,856,2070261241.tif,853,2070261923.tif,1
zsl_split,3,856,2070261241.tif,7546,01835595_5599.tif,0
zsl_split,3,857,2070261151.tif,863,2084614826.tif,1
zsl_split,3,857,2070261151.tif,7427,01837726_7730.tif,0
zsl_split,3,858,2084614925.tif,856,2070261241.tif,1
zsl_split,3,858,2084614925.tif,3715,633954.tif,0
zsl_split,3,859,2070261905.tif,851,2070261746.tif,1
zsl_split,3,859,2070261905.tif,7603,01838874_8878.tif,0
zsl_split,3,860,2070261196.tif,851,2070261746.tif,1
zsl_split,3,860,2070261196.tif,3828,2082713121.tif,0
zsl_split,3,861,2084614942.tif,850,2070261509.tif,1
zsl_split,3,861,2084614942.tif,10835,2064873440.tif,0
zsl_split,3,862,2084614817.tif,856,2070261241.tif,1
zsl_split,3,862,2084614817.tif,10943,2070260829_0830.tif,0
zsl_split,3,863,2084614826.tif,860,2070261196.tif,1
zsl_split,3,863,2084614826.tif,7148,01837621_7625.tif,0
zsl_split,3,975,2083862884.tif,977,2083888410.tif,1
zsl_split,3,975,2083862884.tif,6581,505582251+-2258.tif,0
zsl_split,3,976,2083888278.tif,975,2083862884.tif,1
zsl_split,3,976,2083888278.tif,5558,0001455878.tif,0
zsl_split,3,977,2083888410.tif,976,2083888278.tif,1
zsl_split,3,977,2083888410.tif,7516,01834800_4804.tif,0
zsl_split,3,980,2072855202.tif,992,83772145.tif,1
zsl_split,3,980,2072855202.tif,7669,01835173_5177.tif,0
zsl_split,3,981,2076165034.tif,1003,2071357947.tif,1
zsl_split,3,981,2076165034.tif,7439,01838685.tif,0
zsl_split,3,982,2082147207.tif,986,2072555634.tif,1
zsl_split,3,982,2082147207.tif,8767,1000091571_1000091572.tif,0
zsl_split,3,983,2074828516.tif,988,83699671.tif,1
zsl_split,3,983,2074828516.tif,7216,01834124_4128.tif,0
zsl_split,3,984,2074840952.tif,981,2076165034.tif,1
zsl_split,3,984,2074840952.tif,8621,84460411_84460418.tif,0
zsl_split,3,985,2063790290.tif,980,2072855202.tif,1
zsl_split,3,985,2063790290.tif,7675,01838911_8915.tif,0
zsl_split,3,986,2072555634.tif,1010,2075804631.tif,1
zsl_split,3,986,2072555634.tif,1772,2505116847_6848.tif,0
zsl_split,3,987,2075014855.tif,985,2063790290.tif,1
zsl_split,3,987,2075014855.tif,7104,01834758_4762.tif,0
zsl_split,3,988,83699671.tif,994,2077879388.tif,1
zsl_split,3,988,83699671.tif,7437,01836518_6522.tif,0
zsl_split,3,989,2050983147.tif,1009,2065245152.tif,1
zsl_split,3,989,2050983147.tif,8635,2031551780.tif,0
zsl_split,3,990,2050763168.tif,989,2050983147.tif,1
zsl_split,3,990,2050763168.tif,7528,01840793_0797.tif,0
zsl_split,3,991,2075300741.tif,998,2074849687.tif,1
zsl_split,3,991,2075300741.tif,8890,2028829017.tif,0
zsl_split,3,992,83772145.tif,997,2074082656.tif,1
zsl_split,3,992,83772145.tif,7379,01838248_8252.tif,0
zsl_split,3,993,2082147121.tif,981,2076165034.tif,1
zsl_split,3,993,2082147121.tif,7130,01836122_6126.tif,0
zsl_split,3,994,2077879388.tif,986,2072555634.tif,1
zsl_split,3,994,2077879388.tif,3851,2065095954.tif,0
zsl_split,3,995,83698869.tif,1003,2071357947.tif,1
zsl_split,3,995,83698869.tif,8881,2023189609.tif,0
zsl_split,3,996,2077984169.tif,995,83698869.tif,1
zsl_split,3,996,2077984169.tif,6604,505534400_505534405.tif,0
zsl_split,3,997,2074082656.tif,1003,2071357947.tif,1
zsl_split,3,997,2074082656.tif,7770,507310922_507310937.tif,0
zsl_split,3,998,2074849687.tif,1006,2072809100.tif,1
zsl_split,3,998,2074849687.tif,7455,01834702_4706.tif,0
zsl_split,3,999,2082147205.tif,983,2074828516.tif,1
zsl_split,3,999,2082147205.tif,5927,522004436+-4436.tif,0
zsl_split,3,1000,2085243685.tif,1005,2075464817.tif,1
zsl_split,3,1000,2085243685.tif,11199,2051153927.tif,0
zsl_split,3,1001,2074962487.tif,992,83772145.tif,1
