,class_name,class_number,doc_path,doc_id,split
0,514,0,/home/lucasabm/datasets/la-cdip-2/514/2084089090.tif,2084089090.tif,2
2,514,0,/home/lucasabm/datasets/la-cdip-2/514/2084088668.tif,2084088668.tif,1
3,514,0,/home/lucasabm/datasets/la-cdip-2/514/2084104906_4906a.tif,2084104906_4906a.tif,1
4,514,0,/home/lucasabm/datasets/la-cdip-2/514/2084104903.tif,2084104903.tif,2
5,514,0,/home/lucasabm/datasets/la-cdip-2/514/2084114220.tif,2084114220.tif,1
6,514,0,/home/lucasabm/datasets/la-cdip-2/514/2084113577.tif,2084113577.tif,4
9,156,1,/home/lucasabm/datasets/la-cdip-2/156/2073891497.tif,2073891497.tif,1
10,156,1,/home/lucasabm/datasets/la-cdip-2/156/2070869014.tif,2070869014.tif,1
11,156,1,/home/lucasabm/datasets/la-cdip-2/156/2085595807.tif,2085595807.tif,3
12,478,2,/home/lucasabm/datasets/la-cdip-2/478/2075321199.tif,2075321199.tif,0
13,478,2,/home/lucasabm/datasets/la-cdip-2/478/2075806829.tif,2075806829.tif,0
14,478,2,/home/lucasabm/datasets/la-cdip-2/478/2075977880.tif,2075977880.tif,0
15,buy_down_eval,3,/home/lucasabm/datasets/la-cdip-2/buy_down_eval/96211323.tif,96211323.tif,4
16,buy_down_eval,3,/home/lucasabm/datasets/la-cdip-2/buy_down_eval/98862551.tif,98862551.tif,4
17,355,4,/home/lucasabm/datasets/la-cdip-2/355/2030162566_2030162567.tif,2030162566_2030162567.tif,4
18,355,4,/home/lucasabm/datasets/la-cdip-2/355/2030112062_2030112063.tif,2030112062_2030112063.tif,0
20,483,5,/home/lucasabm/datasets/la-cdip-2/483/89430326.tif,89430326.tif,0
21,483,5,/home/lucasabm/datasets/la-cdip-2/483/89347797.tif,89347797.tif,3
22,402,6,/home/lucasabm/datasets/la-cdip-2/402/0060033134.tif,0060033134.tif,2
23,402,6,/home/lucasabm/datasets/la-cdip-2/402/0060033160.tif,0060033160.tif,2
24,402,6,/home/lucasabm/datasets/la-cdip-2/402/0060033194.tif,0060033194.tif,2
25,402,6,/home/lucasabm/datasets/la-cdip-2/402/0060033153.tif,0060033153.tif,2
26,402,6,/home/lucasabm/datasets/la-cdip-2/402/0060033168.tif,0060033168.tif,2
27,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026189043.tif,2026189043.tif,1
28,487,7,/home/lucasabm/datasets/la-cdip-2/487/2022952767.tif,2022952767.tif,1
29,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188450.tif,2026188450.tif,4
30,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026189618.tif,2026189618.tif,3
31,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026193784.tif,2026193784.tif,1
32,487,7,/home/lucasabm/datasets/la-cdip-2/487/2022952764.tif,2022952764.tif,4
33,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188405.tif,2026188405.tif,2
34,487,7,/home/lucasabm/datasets/la-cdip-2/487/2025992080.tif,2025992080.tif,1
35,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188575.tif,2026188575.tif,2
36,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188810.tif,2026188810.tif,1
38,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026192583.tif,2026192583.tif,3
39,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188264.tif,2026188264.tif,2
40,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188519.tif,2026188519.tif,4
41,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188743.tif,2026188743.tif,0
42,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188407.tif,2026188407.tif,2
44,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026189010.tif,2026189010.tif,4
45,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026187902.tif,2026187902.tif,1
46,487,7,/home/lucasabm/datasets/la-cdip-2/487/2026188251.tif,2026188251.tif,0
47,360,8,/home/lucasabm/datasets/la-cdip-2/360/2051120099_2051120102.tif,2051120099_2051120102.tif,0
48,360,8,/home/lucasabm/datasets/la-cdip-2/360/2051119008.tif,2051119008.tif,0
49,414,9,/home/lucasabm/datasets/la-cdip-2/414/2040973901_2040973902.tif,2040973901_2040973902.tif,2
50,414,9,/home/lucasabm/datasets/la-cdip-2/414/2040974782_2040974783.tif,2040974782_2040974783.tif,2
51,463,10,/home/lucasabm/datasets/la-cdip-2/463/0011903368.tif,0011903368.tif,2
53,463,10,/home/lucasabm/datasets/la-cdip-2/463/0011902694.tif,0011902694.tif,1
54,463,10,/home/lucasabm/datasets/la-cdip-2/463/0011903351.tif,0011903351.tif,0
55,415,11,/home/lucasabm/datasets/la-cdip-2/415/2073528608.tif,2073528608.tif,2
56,415,11,/home/lucasabm/datasets/la-cdip-2/415/2069751170_1171.tif,2069751170_1171.tif,1
57,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/10408422_10408424.tif,10408422_10408424.tif,0
58,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50614722-4733.tif,50614722-4733.tif,0
59,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50545978-5978.tif,50545978-5978.tif,0
60,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2065392042_2044.tif,2065392042_2044.tif,0
61,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50644858-4858.tif,50644858-4858.tif,0
62,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50530773-0773.tif,50530773-0773.tif,0
63,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/10336672_10336681.tif,10336672_10336681.tif,0
64,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/40022025-2032.tif,40022025-2032.tif,0
65,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50671206-1217.tif,50671206-1217.tif,0
66,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50731114-1131.tif,50731114-1131.tif,0
67,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2046590400.tif,2046590400.tif,0
68,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2050236763_2050236767.tif,2050236763_2050236767.tif,0
69,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50528203-8203.tif,50528203-8203.tif,0
70,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2501117962_2501117966.tif,2501117962_2501117966.tif,0
71,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/83304113_4114.tif,83304113_4114.tif,0
72,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/40012199-2210.tif,40012199-2210.tif,0
73,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2505365546.tif,2505365546.tif,0
74,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2028906178.tif,2028906178.tif,0
75,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/10177319_10177323.tif,10177319_10177323.tif,0
76,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50478253-8253.tif,50478253-8253.tif,0
77,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50505030-5030.tif,50505030-5030.tif,0
78,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50417770-7770.tif,50417770-7770.tif,0
79,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50519799-9799.tif,50519799-9799.tif,0
80,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50630619-0619.tif,50630619-0619.tif,0
81,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50566419-6419.tif,50566419-6419.tif,0
82,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/60029531_60029538.tif,60029531_60029538.tif,0
83,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50687283-7288.tif,50687283-7288.tif,0
84,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50408362-8375.tif,50408362-8375.tif,0
85,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2501500835_0840.tif,2501500835_0840.tif,0
86,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50653919-3927.tif,50653919-3927.tif,0
87,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50371756-1768.tif,50371756-1768.tif,0
88,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2028441673_2028441678.tif,2028441673_2028441678.tif,0
89,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/10187856_10187863.tif,10187856_10187863.tif,0
90,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50605289-5289.tif,50605289-5289.tif,0
91,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50409449-9454.tif,50409449-9454.tif,0
92,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50417983-7994.tif,50417983-7994.tif,0
93,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50722981-2991.tif,50722981-2991.tif,0
94,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50423947-3952.tif,50423947-3952.tif,0
95,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2001223586_2001223589.tif,2001223586_2001223589.tif,0
96,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2024596910_6917.tif,2024596910_6917.tif,0
97,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/00265729_00265732.tif,00265729_00265732.tif,0
98,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50372443-2453.tif,50372443-2453.tif,0
99,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2021588510_2021588516.tif,2021588510_2021588516.tif,0
100,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50695299-5309.tif,50695299-5309.tif,0
101,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50284689-4692.tif,50284689-4692.tif,0
102,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50596323-6323.tif,50596323-6323.tif,0
103,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/PUBLICATIONS007947-7.tif,PUBLICATIONS007947-7.tif,0
104,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50586133-6140.tif,50586133-6140.tif,0
105,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2082678186_8196.tif,2082678186_8196.tif,0
106,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2505529675_9680.tif,2505529675_9680.tif,0
107,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50477283-7283.tif,50477283-7283.tif,0
108,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2029059945.tif,2029059945.tif,0
109,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2063655314.tif,2063655314.tif,0
110,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/40039193-9211.tif,40039193-9211.tif,0
111,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2064295929_5937.tif,2064295929_5937.tif,0
112,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/10329445_10329451.tif,10329445_10329451.tif,0
113,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2042329020_2042329030.tif,2042329020_2042329030.tif,0
114,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50683915-3924.tif,50683915-3924.tif,0
115,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/94612816_2820.tif,94612816_2820.tif,0
116,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2063609043_2063609048.tif,2063609043_2063609048.tif,0
117,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50585748-5752.tif,50585748-5752.tif,0
118,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50719091-9101.tif,50719091-9101.tif,0
119,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/10350704_10350712.tif,10350704_10350712.tif,0
120,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/11224890_11224891.tif,11224890_11224891.tif,0
121,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2063624405.tif,2063624405.tif,0
122,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2024546908_2024546910.tif,2024546908_2024546910.tif,0
123,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2505373634_3637.tif,2505373634_3637.tif,0
124,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50492816-2816.tif,50492816-2816.tif,0
125,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50585612-5612.tif,50585612-5612.tif,0
126,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2505373070_3078.tif,2505373070_3078.tif,0
127,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50554193-4193.tif,50554193-4193.tif,0
128,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50600108-0108.tif,50600108-0108.tif,0
129,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/40000571-0581.tif,40000571-0581.tif,0
130,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50591344-1344.tif,50591344-1344.tif,0
131,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2029204719.tif,2029204719.tif,0
132,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50731065-1080.tif,50731065-1080.tif,0
133,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50288427-8432.tif,50288427-8432.tif,0
134,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/60031374_60031379.tif,60031374_60031379.tif,0
135,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50551198-1198.tif,50551198-1198.tif,0
136,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50551001-1010.tif,50551001-1010.tif,0
137,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50291969-1969.tif,50291969-1969.tif,0
138,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50401133-1140.tif,50401133-1140.tif,0
139,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50654892-4892.tif,50654892-4892.tif,0
140,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2024227792_2024227797.tif,2024227792_2024227797.tif,0
141,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50505028-5028.tif,50505028-5028.tif,0
142,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50578846-8846.tif,50578846-8846.tif,0
143,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2074414760.tif,2074414760.tif,0
144,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/CTRCONTRACTS005099-5.tif,CTRCONTRACTS005099-5.tif,0
145,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50540157-0157.tif,50540157-0157.tif,0
146,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/40029434-9434.tif,40029434-9434.tif,0
147,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2029052385.tif,2029052385.tif,0
148,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50586994-6994.tif,50586994-6994.tif,0
149,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/PUBLICATIONS047246-7.tif,PUBLICATIONS047246-7.tif,0
150,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50523532-3535.tif,50523532-3535.tif,0
151,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50613728-3728.tif,50613728-3728.tif,0
152,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2502230207_0211.tif,2502230207_0211.tif,0
153,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/40019878-9878.tif,40019878-9878.tif,0
154,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/60160462_60160467.tif,60160462_60160467.tif,0
155,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50611896-1903.tif,50611896-1903.tif,0
156,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/2047031906_1915.tif,2047031906_1915.tif,0
157,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50089956_50089968.tif,50089956_50089968.tif,0
158,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50513095-3097.tif,50513095-3097.tif,0
159,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50506666-6666.tif,50506666-6666.tif,0
160,separated_preface,12,/home/lucasabm/datasets/la-cdip-2/separated_preface/50509627-9627.tif,50509627-9627.tif,0
