split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
zsl_split,4,0,91384997.tif,7,512542923.tif,1
zsl_split,4,0,91384997.tif,65543,2069729732.tif,0
zsl_split,4,1,507789237.tif,2,ti06071125.tif,1
zsl_split,4,1,507789237.tif,69925,529302928+-2932.tif,0
zsl_split,4,2,ti06071125.tif,4,2025774578.tif,1
zsl_split,4,2,ti06071125.tif,60811,0000056528.tif,0
zsl_split,4,3,ti06211972.tif,6,2026167053.tif,1
zsl_split,4,3,ti06211972.tif,26763,1002965448.tif,0
zsl_split,4,4,2025774578.tif,6,2026167053.tif,1
zsl_split,4,4,2025774578.tif,29120,50443549-3554.tif,0
zsl_split,4,5,507711831.tif,0,91384997.tif,1
zsl_split,4,5,507711831.tif,65619,2069716049.tif,0
zsl_split,4,6,2026167053.tif,7,512542923.tif,1
zsl_split,4,6,2026167053.tif,66505,2069731353.tif,0
zsl_split,4,7,512542923.tif,1,507789237.tif,1
zsl_split,4,7,512542923.tif,53298,tob03510.92.tif,0
zsl_split,4,8,tob08311.32.tif,6,2026167053.tif,1
zsl_split,4,8,tob08311.32.tif,68838,24012341.tif,0
zsl_split,4,20,86236632_6634.tif,21,95571891_1893.tif,1
zsl_split,4,20,86236632_6634.tif,50466,2023023004.tif,0
zsl_split,4,21,95571891_1893.tif,20,86236632_6634.tif,1
zsl_split,4,21,95571891_1893.tif,69747,timo0005591_5593.tif,0
zsl_split,4,59,2054640061.tif,62,2053453845.tif,1
zsl_split,4,59,2054640061.tif,65146,2069727086.tif,0
zsl_split,4,60,2051317257.tif,59,2054640061.tif,1
zsl_split,4,60,2051317257.tif,68336,tnwl0021858.tif,0
zsl_split,4,61,2057866155.tif,60,2051317257.tif,1
zsl_split,4,61,2057866155.tif,66814,2041947940.tif,0
zsl_split,4,62,2053453845.tif,60,2051317257.tif,1
zsl_split,4,62,2053453845.tif,28853,50560760-0768.tif,0
zsl_split,4,63,2074931101b_1102.tif,336,2077645829.tif,1
zsl_split,4,63,2074931101b_1102.tif,66799,2041824058.tif,0
zsl_split,4,64,2075074169.tif,383,2075273186.tif,1
zsl_split,4,64,2075074169.tif,68729,11004188.tif,0
zsl_split,4,65,2084325764b.tif,331,2076198325.tif,1
zsl_split,4,65,2084325764b.tif,7624,2028880871.tif,0
zsl_split,4,66,2074841738.tif,295,2075031021.tif,1
zsl_split,4,66,2074841738.tif,56073,2070001738_1739.tif,0
zsl_split,4,67,2074977868.tif,208,2077228095.tif,1
zsl_split,4,67,2074977868.tif,2491,24010834.tif,0
zsl_split,4,68,2076197885.tif,290,2075465925.tif,1
zsl_split,4,68,2076197885.tif,8653,505123568.tif,0
zsl_split,4,69,2078066245.tif,203,2077807418a.tif,1
zsl_split,4,69,2078066245.tif,1508,92319103.tif,0
zsl_split,4,70,2074842742.tif,143,2075465809.tif,1
zsl_split,4,70,2074842742.tif,68553,timo0006147_6148.tif,0
zsl_split,4,71,2075773328a_3329.tif,227,2084375864.tif,1
zsl_split,4,71,2075773328a_3329.tif,1188,2028816049_2028816070.tif,0
zsl_split,4,72,2077796889.tif,234,2075029957.tif,1
zsl_split,4,72,2077796889.tif,26449,87490513.tif,0
zsl_split,4,73,2077814154b_4155.tif,306,2084375713b.tif,1
zsl_split,4,73,2077814154b_4155.tif,69612,24012377.tif,0
zsl_split,4,74,2074657276.tif,105,2077814733.tif,1
zsl_split,4,74,2074657276.tif,53088,509451599+-1613.tif,0
zsl_split,4,75,2075031185_1186.tif,178,2074659689.tif,1
zsl_split,4,75,2075031185_1186.tif,25422,2049067284_2049067322.tif,0
