split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
zsl_split,4,9,502592443.tif,10,502592445.tif,1
zsl_split,4,9,502592443.tif,27303,50471363-1368.tif,0
zsl_split,4,10,502592445.tif,9,502592443.tif,1
zsl_split,4,10,502592445.tif,25158,50571267-1267.tif,0
zsl_split,4,13,512696082+-6082.tif,15,511410636.tif,1
zsl_split,4,13,512696082+-6082.tif,12863,10413682.tif,0
zsl_split,4,14,517225505+-5505.tif,13,512696082+-6082.tif,1
zsl_split,4,14,517225505+-5505.tif,24785,50604093-4096.tif,0
zsl_split,4,15,511410636.tif,13,512696082+-6082.tif,1
zsl_split,4,15,511410636.tif,1200,83553470_3471.tif,0
zsl_split,4,16,511410654.tif,15,511410636.tif,1
zsl_split,4,16,511410654.tif,21167,2069733681.tif,0
zsl_split,4,17,511381198.tif,13,512696082+-6082.tif,1
zsl_split,4,17,511381198.tif,26707,2023319867_9872.tif,0
zsl_split,4,18,2077990323.tif,19,2075066815.tif,1
zsl_split,4,18,2077990323.tif,40578,01835187_5192.tif,0
zsl_split,4,19,2075066815.tif,18,2077990323.tif,1
zsl_split,4,19,2075066815.tif,23576,50494580-4580.tif,0
zsl_split,4,59,tob07011.27.tif,60,tob07911.36.tif,1
zsl_split,4,59,tob07011.27.tif,1523,2040941728_2040941730.tif,0
zsl_split,4,60,tob07911.36.tif,59,tob07011.27.tif,1
zsl_split,4,60,tob07911.36.tif,40057,505527356_505527370.tif,0
zsl_split,4,95,2028847749.tif,96,2028847751.tif,1
zsl_split,4,95,2028847749.tif,15935,00851772_1780.tif,0
zsl_split,4,96,2028847751.tif,95,2028847749.tif,1
zsl_split,4,96,2028847751.tif,6026,2060047186.tif,0
zsl_split,4,108,okl00121.72_okl00121.73.tif,109,tob02016.20.tif,1
zsl_split,4,108,okl00121.72_okl00121.73.tif,2854,518304468+-4469.tif,0
zsl_split,4,109,tob02016.20.tif,108,okl00121.72_okl00121.73.tif,1
zsl_split,4,109,tob02016.20.tif,24355,50577828-7833.tif,0
zsl_split,4,110,okl00121.76_okl00121.77.tif,109,tob02016.20.tif,1
zsl_split,4,110,okl00121.76_okl00121.77.tif,1179,2040784102_2040784125.tif,0
zsl_split,4,111,ti16680649_0650.tif,138,89706606_6606c.tif,1
zsl_split,4,111,ti16680649_0650.tif,2800,522776702+-6703.tif,0
zsl_split,4,112,ti15831345.tif,149,2046023305.tif,1
zsl_split,4,112,ti15831345.tif,21801,2069729721.tif,0
zsl_split,4,113,89707224.tif,114,89705846_5847.tif,1
zsl_split,4,113,89707224.tif,27172,2081772334_2338.tif,0
zsl_split,4,114,89705846_5847.tif,123,2024401221.tif,1
zsl_split,4,114,89705846_5847.tif,27601,50663483-3487.tif,0
