,split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
0,zsl_split,0,0,2084089090.tif,7,2084088911.tif,1
1,zsl_split,0,0,2084089090.tif,7708,0000176425.tif,0
2,zsl_split,0,1,2084105160.tif,2,2084088668.tif,1
3,zsl_split,0,1,2084105160.tif,6305,1005083382_1005083387.tif,0
4,zsl_split,0,2,2084088668.tif,4,2084104903.tif,1
5,zsl_split,0,2,2084088668.tif,3940,2069722133.tif,0
6,zsl_split,0,3,2084104906_4906a.tif,2,2084088668.tif,1
7,zsl_split,0,3,2084104906_4906a.tif,4650,2069735573.tif,0
8,zsl_split,0,4,2084104903.tif,1,2084105160.tif,1
9,zsl_split,0,4,2084104903.tif,3768,83551361.tif,0
10,zsl_split,0,5,2084114220.tif,1,2084105160.tif,1
11,zsl_split,0,5,2084114220.tif,8593,0001136276.tif,0
12,zsl_split,0,6,2084113577.tif,5,2084114220.tif,1
13,zsl_split,0,6,2084113577.tif,10635,2501827718.tif,0
14,zsl_split,0,7,2084088911.tif,4,2084104903.tif,1
15,zsl_split,0,7,2084088911.tif,4114,2069712109.tif,0
16,zsl_split,0,22,0060033134.tif,25,0060033153.tif,1
17,zsl_split,0,22,0060033134.tif,6523,2001213040.tif,0
18,zsl_split,0,23,0060033160.tif,22,0060033134.tif,1
19,zsl_split,0,23,0060033160.tif,11838,2073229407_9408.tif,0
20,zsl_split,0,24,0060033194.tif,23,0060033160.tif,1
21,zsl_split,0,24,0060033194.tif,4220,2069724005.tif,0
22,zsl_split,0,25,0060033153.tif,22,0060033134.tif,1
23,zsl_split,0,25,0060033153.tif,11036,517950681+-0681.tif,0
24,zsl_split,0,26,0060033168.tif,23,0060033160.tif,1
25,zsl_split,0,26,0060033168.tif,4521,2069710578.tif,0
26,zsl_split,0,55,2073528608.tif,56,2069751170_1171.tif,1
27,zsl_split,0,55,2073528608.tif,3915,2069727225.tif,0
28,zsl_split,0,56,2069751170_1171.tif,55,2073528608.tif,1
29,zsl_split,0,56,2069751170_1171.tif,4640,2069714549.tif,0
30,zsl_split,0,1071,2074669445.tif,1089,2074838817.tif,1
31,zsl_split,0,1071,2074669445.tif,8730,0001233205.tif,0
32,zsl_split,0,1072,2064873043.tif,1074,2072786461.tif,1
33,zsl_split,0,1072,2064873043.tif,4415,2069710701.tif,0
34,zsl_split,0,1073,2081836515.tif,1084,2081846262.tif,1
35,zsl_split,0,1073,2081836515.tif,4261,2031294724.tif,0
36,zsl_split,0,1074,2072786461.tif,1080,2072797328.tif,1
37,zsl_split,0,1074,2072786461.tif,4403,2069734487.tif,0
38,zsl_split,0,1075,2084337307.tif,1082,2076978252.tif,1
39,zsl_split,0,1075,2084337307.tif,4612,2069737333.tif,0
40,zsl_split,0,1076,2076143918.tif,1088,2082721870.tif,1
41,zsl_split,0,1076,2076143918.tif,11221,2040976833.tif,0
42,zsl_split,0,1077,2072384650.tif,1097,2074947752.tif,1
43,zsl_split,0,1077,2072384650.tif,4676,2069734358.tif,0
44,zsl_split,0,1078,2075312082.tif,1093,2081354943.tif,1
45,zsl_split,0,1078,2075312082.tif,4195,2069724041.tif,0
46,zsl_split,0,1079,2084325927.tif,1087,2084337093.tif,1
47,zsl_split,0,1079,2084325927.tif,6232,10083707_10083721.tif,0
48,zsl_split,0,1080,2072797328.tif,1097,2074947752.tif,1
49,zsl_split,0,1080,2072797328.tif,3867,2069732320.tif,0
50,zsl_split,0,1081,2074932477.tif,1094,2077794499.tif,1
51,zsl_split,0,1081,2074932477.tif,4086,2069715917.tif,0
52,zsl_split,0,1082,2076978252.tif,1084,2081846262.tif,1
53,zsl_split,0,1082,2076978252.tif,11848,2024182893_2024182896.tif,0
54,zsl_split,0,1083,2075333564.tif,1095,2072786590.tif,1
55,zsl_split,0,1083,2075333564.tif,4095,2069711371.tif,0
56,zsl_split,0,1084,2081846262.tif,1077,2072384650.tif,1
