,class_name,class_number,doc_path,doc_id,split
1,advertisement-_what's_the_tobacco-_sub1,0,/home/mari/pibic/flat/advertisement-_what's_the_tobacco-_sub1/507789237.tif,507789237.tif,4
2,advertisement-_what's_the_tobacco-_sub1,0,/home/mari/pibic/flat/advertisement-_what's_the_tobacco-_sub1/ti06071125.tif,ti06071125.tif,4
4,advertisement-_what's_the_tobacco-_sub1,0,/home/mari/pibic/flat/advertisement-_what's_the_tobacco-_sub1/2025774578.tif,2025774578.tif,2
6,advertisement-_what's_the_tobacco-_sub1,0,/home/mari/pibic/flat/advertisement-_what's_the_tobacco-_sub1/2026167053.tif,2026167053.tif,4
7,advertisement-_what's_the_tobacco-_sub1,0,/home/mari/pibic/flat/advertisement-_what's_the_tobacco-_sub1/512542923.tif,512542923.tif,4
8,advertisement-_what's_the_tobacco-_sub1,0,/home/mari/pibic/flat/advertisement-_what's_the_tobacco-_sub1/tob08311.32.tif,tob08311.32.tif,4
9,advertisement-_a_whale_of_a_hit,1,/home/mari/pibic/flat/advertisement-_a_whale_of_a_hit/502592443.tif,502592443.tif,0
10,advertisement-_a_whale_of_a_hit,1,/home/mari/pibic/flat/advertisement-_a_whale_of_a_hit/502592445.tif,502592445.tif,0
11,form-_rjrt_research&development-_subpasta5,2,/home/mari/pibic/flat/form-_rjrt_research&development-_subpasta5/508304737.tif,508304737.tif,0
12,form-_rjrt_research&development-_subpasta5,2,/home/mari/pibic/flat/form-_rjrt_research&development-_subpasta5/509458604_509458606.tif,509458604_509458606.tif,0
13,advertisement-_second_hand_smoke_how_much,3,/home/mari/pibic/flat/advertisement-_second_hand_smoke_how_much/512696082+-6082.tif,512696082+-6082.tif,3
14,advertisement-_second_hand_smoke_how_much,3,/home/mari/pibic/flat/advertisement-_second_hand_smoke_how_much/517225505+-5505.tif,517225505+-5505.tif,1
15,advertisement-_second_hand_smoke_how_much,3,/home/mari/pibic/flat/advertisement-_second_hand_smoke_how_much/511410636.tif,511410636.tif,4
17,advertisement-_second_hand_smoke_how_much,3,/home/mari/pibic/flat/advertisement-_second_hand_smoke_how_much/511381198.tif,511381198.tif,3
18,form-_munger_tolles,4,/home/mari/pibic/flat/form-_munger_tolles/2077990323.tif,2077990323.tif,3
19,form-_munger_tolles,4,/home/mari/pibic/flat/form-_munger_tolles/2075066815.tif,2075066815.tif,3
20,form-_newport_lights,5,/home/mari/pibic/flat/form-_newport_lights/86236632_6634.tif,86236632_6634.tif,4
22,advertisement-_virginia_slims,6,/home/mari/pibic/flat/advertisement-_virginia_slims/2058502547.tif,2058502547.tif,1
24,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028836446_2028836448.tif,2028836446_2028836448.tif,2
25,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028967412_2028967413.tif,2028967412_2028967413.tif,2
26,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028826318_2028826319.tif,2028826318_2028826319.tif,2
27,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2029095812_2029095813.tif,2029095812_2029095813.tif,2
28,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028982330.tif,2028982330.tif,2
29,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2029026037.tif,2029026037.tif,2
30,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2029255998.tif,2029255998.tif,2
31,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028967471_2028967472.tif,2028967471_2028967472.tif,2
32,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2029095670.tif,2029095670.tif,2
33,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028976778.tif,2028976778.tif,2
34,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028967509_2028967510.tif,2028967509_2028967510.tif,2
35,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028976987.tif,2028976987.tif,2
36,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2029080973.tif,2029080973.tif,2
37,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2023188804.tif,2023188804.tif,2
38,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028821649.tif,2028821649.tif,2
39,form-_inbifo4-_subpasta2,7,/home/mari/pibic/flat/form-_inbifo4-_subpasta2/2028824547.tif,2028824547.tif,2
40,advertisement-_make_your_brake,8,/home/mari/pibic/flat/advertisement-_make_your_brake/2057910542.tif,2057910542.tif,2
41,advertisement-_make_your_brake,8,/home/mari/pibic/flat/advertisement-_make_your_brake/2063688253.tif,2063688253.tif,2
42,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233184.tif,0001233184.tif,0
43,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233189.tif,0001233189.tif,0
44,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233208.tif,0001233208.tif,0
45,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233181.tif,0001233181.tif,0
46,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233198.tif,0001233198.tif,0
47,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233187.tif,0001233187.tif,0
48,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233179.tif,0001233179.tif,0
49,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233205.tif,0001233205.tif,0
50,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233201.tif,0001233201.tif,0
51,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233204.tif,0001233204.tif,0
52,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233191.tif,0001233191.tif,0
53,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233193.tif,0001233193.tif,0
54,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233177.tif,0001233177.tif,0
55,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233190.tif,0001233190.tif,0
56,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233186.tif,0001233186.tif,0
57,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233180.tif,0001233180.tif,0
58,questionnaire-_77708,9,/home/mari/pibic/flat/questionnaire-_77708/0001233182.tif,0001233182.tif,0
63,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2074931101b_1102.tif,2074931101b_1102.tif,3
64,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2075074169.tif,2075074169.tif,3
65,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2084325764b.tif,2084325764b.tif,3
66,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2074841738.tif,2074841738.tif,3
67,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2074977868.tif,2074977868.tif,3
68,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2076197885.tif,2076197885.tif,3
69,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2078066245.tif,2078066245.tif,3
70,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2074842742.tif,2074842742.tif,3
71,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2075773328a_3329.tif,2075773328a_3329.tif,3
72,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2077796889.tif,2077796889.tif,3
73,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2077814154b_4155.tif,2077814154b_4155.tif,3
74,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2074657276.tif,2074657276.tif,3
75,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2075031185_1186.tif,2075031185_1186.tif,3
76,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2075074004a_4005.tif,2075074004a_4005.tif,3
77,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2077779385.tif,2077779385.tif,3
78,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2084375907.tif,2084375907.tif,3
79,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2076143292a.tif,2076143292a.tif,3
80,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2075075260.tif,2075075260.tif,3
81,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2075768621.tif,2075768621.tif,3
82,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2074946394.tif,2074946394.tif,3
83,email-_may_contain,11,/home/mari/pibic/flat/email-_may_contain/2084375876a.tif,2084375876a.tif,3
