,class_name,class_number,doc_path,doc_id,split
0,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084089090.tif,2084089090.tif,0
1,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084105160.tif,2084105160.tif,1
2,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084088668.tif,2084088668.tif,3
3,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084104906_4906a.tif,2084104906_4906a.tif,0
4,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084104903.tif,2084104903.tif,3
5,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084114220.tif,2084114220.tif,1
6,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084113577.tif,2084113577.tif,4
7,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084088911.tif,2084088911.tif,0
8,156,1,/home/lucasabm/datasets/la-cdip-4/156/2080483195.tif,2080483195.tif,1
9,156,1,/home/lucasabm/datasets/la-cdip-4/156/2073891497.tif,2073891497.tif,0
10,156,1,/home/lucasabm/datasets/la-cdip-4/156/2070869014.tif,2070869014.tif,3
11,156,1,/home/lucasabm/datasets/la-cdip-4/156/2085595807.tif,2085595807.tif,3
12,478,2,/home/lucasabm/datasets/la-cdip-4/478/2075321199.tif,2075321199.tif,3
13,478,2,/home/lucasabm/datasets/la-cdip-4/478/2075806829.tif,2075806829.tif,1
14,478,2,/home/lucasabm/datasets/la-cdip-4/478/2075977880.tif,2075977880.tif,2
15,buy_down_eval,3,/home/lucasabm/datasets/la-cdip-4/buy_down_eval/96211323.tif,96211323.tif,0
16,buy_down_eval,3,/home/lucasabm/datasets/la-cdip-4/buy_down_eval/98862551.tif,98862551.tif,3
17,355,4,/home/lucasabm/datasets/la-cdip-4/355/2030162566_2030162567.tif,2030162566_2030162567.tif,0
18,355,4,/home/lucasabm/datasets/la-cdip-4/355/2030112062_2030112063.tif,2030112062_2030112063.tif,1
19,483,5,/home/lucasabm/datasets/la-cdip-4/483/89430187.tif,89430187.tif,2
20,483,5,/home/lucasabm/datasets/la-cdip-4/483/89430326.tif,89430326.tif,2
21,483,5,/home/lucasabm/datasets/la-cdip-4/483/89347797.tif,89347797.tif,2
27,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026189043.tif,2026189043.tif,0
28,487,7,/home/lucasabm/datasets/la-cdip-4/487/2022952767.tif,2022952767.tif,0
29,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188450.tif,2026188450.tif,0
30,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026189618.tif,2026189618.tif,0
31,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026193784.tif,2026193784.tif,0
32,487,7,/home/lucasabm/datasets/la-cdip-4/487/2022952764.tif,2022952764.tif,0
