,class_name,class_number,doc_path,doc_id,split
0,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084089090.tif,2084089090.tif,3
1,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084105160.tif,2084105160.tif,3
2,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084088668.tif,2084088668.tif,3
3,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084104906_4906a.tif,2084104906_4906a.tif,3
4,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084104903.tif,2084104903.tif,3
5,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084114220.tif,2084114220.tif,3
6,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084113577.tif,2084113577.tif,3
7,514,0,/home/lucasabm/datasets/la-cdip-4/514/2084088911.tif,2084088911.tif,3
12,478,2,/home/lucasabm/datasets/la-cdip-4/478/2075321199.tif,2075321199.tif,3
13,478,2,/home/lucasabm/datasets/la-cdip-4/478/2075806829.tif,2075806829.tif,3
14,478,2,/home/lucasabm/datasets/la-cdip-4/478/2075977880.tif,2075977880.tif,3
15,buy_down_eval,3,/home/lucasabm/datasets/la-cdip-4/buy_down_eval/96211323.tif,96211323.tif,2
16,buy_down_eval,3,/home/lucasabm/datasets/la-cdip-4/buy_down_eval/98862551.tif,98862551.tif,2
17,355,4,/home/lucasabm/datasets/la-cdip-4/355/2030162566_2030162567.tif,2030162566_2030162567.tif,3
18,355,4,/home/lucasabm/datasets/la-cdip-4/355/2030112062_2030112063.tif,2030112062_2030112063.tif,3
19,483,5,/home/lucasabm/datasets/la-cdip-4/483/89430187.tif,89430187.tif,2
20,483,5,/home/lucasabm/datasets/la-cdip-4/483/89430326.tif,89430326.tif,2
21,483,5,/home/lucasabm/datasets/la-cdip-4/483/89347797.tif,89347797.tif,2
22,402,6,/home/lucasabm/datasets/la-cdip-4/402/0060033134.tif,0060033134.tif,0
23,402,6,/home/lucasabm/datasets/la-cdip-4/402/0060033160.tif,0060033160.tif,0
24,402,6,/home/lucasabm/datasets/la-cdip-4/402/0060033194.tif,0060033194.tif,0
25,402,6,/home/lucasabm/datasets/la-cdip-4/402/0060033153.tif,0060033153.tif,0
26,402,6,/home/lucasabm/datasets/la-cdip-4/402/0060033168.tif,0060033168.tif,0
27,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026189043.tif,2026189043.tif,1
28,487,7,/home/lucasabm/datasets/la-cdip-4/487/2022952767.tif,2022952767.tif,1
29,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188450.tif,2026188450.tif,1
30,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026189618.tif,2026189618.tif,1
31,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026193784.tif,2026193784.tif,1
32,487,7,/home/lucasabm/datasets/la-cdip-4/487/2022952764.tif,2022952764.tif,1
33,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188405.tif,2026188405.tif,1
34,487,7,/home/lucasabm/datasets/la-cdip-4/487/2025992080.tif,2025992080.tif,1
35,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188575.tif,2026188575.tif,1
36,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188810.tif,2026188810.tif,1
37,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026192607.tif,2026192607.tif,1
38,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026192583.tif,2026192583.tif,1
39,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188264.tif,2026188264.tif,1
40,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188519.tif,2026188519.tif,1
41,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188743.tif,2026188743.tif,1
42,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188407.tif,2026188407.tif,1
43,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188384.tif,2026188384.tif,1
44,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026189010.tif,2026189010.tif,1
45,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026187902.tif,2026187902.tif,1
46,487,7,/home/lucasabm/datasets/la-cdip-4/487/2026188251.tif,2026188251.tif,1
49,414,9,/home/lucasabm/datasets/la-cdip-4/414/2040973901_2040973902.tif,2040973901_2040973902.tif,3
50,414,9,/home/lucasabm/datasets/la-cdip-4/414/2040974782_2040974783.tif,2040974782_2040974783.tif,3
51,463,10,/home/lucasabm/datasets/la-cdip-4/463/0011903368.tif,0011903368.tif,0
52,463,10,/home/lucasabm/datasets/la-cdip-4/463/0011903557.tif,0011903557.tif,0
53,463,10,/home/lucasabm/datasets/la-cdip-4/463/0011902694.tif,0011902694.tif,0
54,463,10,/home/lucasabm/datasets/la-cdip-4/463/0011903351.tif,0011903351.tif,0
55,415,11,/home/lucasabm/datasets/la-cdip-4/415/2073528608.tif,2073528608.tif,0
56,415,11,/home/lucasabm/datasets/la-cdip-4/415/2069751170_1171.tif,2069751170_1171.tif,0
57,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/10408422_10408424.tif,10408422_10408424.tif,2
58,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50614722-4733.tif,50614722-4733.tif,2
59,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50545978-5978.tif,50545978-5978.tif,2
60,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/2065392042_2044.tif,2065392042_2044.tif,2
61,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50644858-4858.tif,50644858-4858.tif,2
62,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50530773-0773.tif,50530773-0773.tif,2
63,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/10336672_10336681.tif,10336672_10336681.tif,2
64,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/40022025-2032.tif,40022025-2032.tif,2
65,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50671206-1217.tif,50671206-1217.tif,2
66,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50731114-1131.tif,50731114-1131.tif,2
67,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/2046590400.tif,2046590400.tif,2
68,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/2050236763_2050236767.tif,2050236763_2050236767.tif,2
69,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50528203-8203.tif,50528203-8203.tif,2
70,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/2501117962_2501117966.tif,2501117962_2501117966.tif,2
71,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/83304113_4114.tif,83304113_4114.tif,2
72,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/40012199-2210.tif,40012199-2210.tif,2
73,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/2505365546.tif,2505365546.tif,2
74,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/2028906178.tif,2028906178.tif,2
75,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/10177319_10177323.tif,10177319_10177323.tif,2
76,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50478253-8253.tif,50478253-8253.tif,2
77,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50505030-5030.tif,50505030-5030.tif,2
78,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50417770-7770.tif,50417770-7770.tif,2
79,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50519799-9799.tif,50519799-9799.tif,2
80,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50630619-0619.tif,50630619-0619.tif,2
81,separated_preface,12,/home/lucasabm/datasets/la-cdip-4/separated_preface/50566419-6419.tif,50566419-6419.tif,2
