,class_name,class_number,doc_path,doc_id,split
0,test_request_form,0,separacao-rvl_cdip/test_request_form/2058003688.tif,2058003688.tif,1
1,test_request_form,0,separacao-rvl_cdip/test_request_form/2058003684_2058003685.tif,2058003684_2058003685.tif,1
2,test_request_form,0,separacao-rvl_cdip/test_request_form/2058003689_2058003690.tif,2058003689_2058003690.tif,1
3,test_request_form,0,separacao-rvl_cdip/test_request_form/2058003922.tif,2058003922.tif,1
4,test_request_form,0,separacao-rvl_cdip/test_request_form/2058003944.tif,2058003944.tif,1
5,test_request_form,0,separacao-rvl_cdip/test_request_form/2058003961.tif,2058003961.tif,1
19,infbio_vorgang,3,separacao-rvl_cdip/infbio_vorgang/2505108335.tif,2505108335.tif,0
20,infbio_vorgang,3,separacao-rvl_cdip/infbio_vorgang/2505100571.tif,2505100571.tif,0
21,infbio_vorgang,3,separacao-rvl_cdip/infbio_vorgang/2505104445.tif,2505104445.tif,0
22,joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/514879134+-9135.tif,514879134+-9135.tif,0
23,joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219790+-9791.tif,518219790+-9791.tif,0
24,joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301897+-1898.tif,518301897+-1898.tif,0
25,joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518302385+-2386.tif,518302385+-2386.tif,0
26,joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518301912+-1913.tif,518301912+-1913.tif,0
27,joes_vip_headquarters_dear_valued_costumer,4,separacao-rvl_cdip/joes_vip_headquarters_dear_valued_costumer/518219488+-9489.tif,518219488+-9489.tif,0
