,split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
0,zsl_split,0,0,91384997.tif,5,507711831.tif,1
1,zsl_split,0,0,91384997.tif,15921,96323252.tif,0
2,zsl_split,0,1,507789237.tif,8,tob08311.32.tif,1
3,zsl_split,0,1,507789237.tif,12481,50369410-9414.tif,0
4,zsl_split,0,2,ti06071125.tif,7,512542923.tif,1
5,zsl_split,0,2,ti06071125.tif,34042,2066022576.tif,0
6,zsl_split,0,3,ti06211972.tif,0,91384997.tif,1
7,zsl_split,0,3,ti06211972.tif,6547,ti17150047.tif,0
8,zsl_split,0,4,2025774578.tif,8,tob08311.32.tif,1
9,zsl_split,0,4,2025774578.tif,2424,tob07121.56.tif,0
10,zsl_split,0,5,507711831.tif,3,ti06211972.tif,1
11,zsl_split,0,5,507711831.tif,553,10125353_10125361.tif,0
12,zsl_split,0,6,2026167053.tif,5,507711831.tif,1
13,zsl_split,0,6,2026167053.tif,44430,83896076_6077.tif,0
14,zsl_split,0,7,512542923.tif,3,ti06211972.tif,1
15,zsl_split,0,7,512542923.tif,3080,2505365016.tif,0
16,zsl_split,0,8,tob08311.32.tif,6,2026167053.tif,1
17,zsl_split,0,8,tob08311.32.tif,2227,2075307319.tif,0
18,zsl_split,0,11,508304737.tif,12,509458604_509458606.tif,1
19,zsl_split,0,11,508304737.tif,763,10163220_10163225.tif,0
20,zsl_split,0,12,509458604_509458606.tif,11,508304737.tif,1
21,zsl_split,0,12,509458604_509458606.tif,12613,87625663_87625665.tif,0
22,zsl_split,0,68,2025993794.tif,69,2063577374.tif,1
23,zsl_split,0,68,2025993794.tif,2426,tob08212.95.tif,0
24,zsl_split,0,69,2063577374.tif,68,2025993794.tif,1
25,zsl_split,0,69,2063577374.tif,6436,83152923.tif,0
26,zsl_split,0,70,2063582775.tif,68,2025993794.tif,1
27,zsl_split,0,70,2063582775.tif,16978,2505157042_7045.tif,0
28,zsl_split,0,91,2021311150.tif,92,2057910538.tif,1
29,zsl_split,0,91,2021311150.tif,46579,24010519.tif,0
30,zsl_split,0,92,2057910538.tif,91,2021311150.tif,1
31,zsl_split,0,92,2057910538.tif,836,10420583_10420591.tif,0
32,zsl_split,0,190,502598964.tif,191,502598948.tif,1
33,zsl_split,0,190,502598964.tif,46139,04002623.tif,0
34,zsl_split,0,191,502598948.tif,190,502598964.tif,1
35,zsl_split,0,191,502598948.tif,16591,93504058.tif,0
36,zsl_split,0,508,01145185_5189.tif,810,10145911_10145918.tif,1
37,zsl_split,0,508,01145185_5189.tif,12359,2023410418.tif,0
38,zsl_split,0,509,2029172586.tif,588,2025684327_2025684349.tif,1
39,zsl_split,0,509,2029172586.tif,39169,2084426844_6846.tif,0
40,zsl_split,0,510,50614529-4529.tif,562,2028729707.tif,1
41,zsl_split,0,510,50614529-4529.tif,6322,0001243939.tif,0
42,zsl_split,0,511,2023094698.tif,742,PUBLICATIONS016742-6.tif,1
43,zsl_split,0,511,2023094698.tif,29781,88180634_88180640.tif,0
44,zsl_split,0,512,2021547210.tif,531,10325546_10325557.tif,1
45,zsl_split,0,512,2021547210.tif,5869,509429786_509429788.tif,0
46,zsl_split,0,513,00110279_0286.tif,526,10361599_10361613.tif,1
