split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
zsl_split,3,0,91384997.tif,7,512542923.tif,1
zsl_split,3,0,91384997.tif,18577,00950440_0447.tif,0
zsl_split,3,1,507789237.tif,2,ti06071125.tif,1
zsl_split,3,1,507789237.tif,27830,2028715354.tif,0
zsl_split,3,2,ti06071125.tif,1,507789237.tif,1
zsl_split,3,2,ti06071125.tif,28484,50579656-9663.tif,0
zsl_split,3,3,ti06211972.tif,6,2026167053.tif,1
zsl_split,3,3,ti06211972.tif,13050,2069730601.tif,0
zsl_split,3,4,2025774578.tif,7,512542923.tif,1
zsl_split,3,4,2025774578.tif,28443,60004384_60004386.tif,0
zsl_split,3,5,507711831.tif,7,512542923.tif,1
zsl_split,3,5,507711831.tif,29978,50519895-9895.tif,0
zsl_split,3,6,2026167053.tif,7,512542923.tif,1
zsl_split,3,6,2026167053.tif,18827,2030691332.tif,0
zsl_split,3,7,512542923.tif,3,ti06211972.tif,1
zsl_split,3,7,512542923.tif,7414,2051530011_2051530012.tif,0
zsl_split,3,8,tob08311.32.tif,4,2025774578.tif,1
zsl_split,3,8,tob08311.32.tif,48420,PUBLICATIONS056502-6.tif,0
zsl_split,3,11,508304737.tif,12,509458604_509458606.tif,1
zsl_split,3,11,508304737.tif,13191,2069717240.tif,0
zsl_split,3,12,509458604_509458606.tif,11,508304737.tif,1
zsl_split,3,12,509458604_509458606.tif,7417,2057460560_2057460561.tif,0
zsl_split,3,287,509131834.tif,288,509131835.tif,1
zsl_split,3,287,509131834.tif,5695,2040649504.tif,0
zsl_split,3,288,509131835.tif,287,509131834.tif,1
zsl_split,3,288,509131835.tif,27580,11014631_11014632.tif,0
zsl_split,3,297,96026186.tif,304,96018614.tif,1
zsl_split,3,297,96026186.tif,27877,50294374-4374.tif,0
zsl_split,3,298,95732864.tif,307,95732869.tif,1
zsl_split,3,298,95732864.tif,26508,40013170-3175.tif,0
zsl_split,3,299,95732868.tif,304,96018614.tif,1
zsl_split,3,299,95732868.tif,28988,2075787247_7263.tif,0
zsl_split,3,300,96112999a.tif,305,96158364_8365.tif,1
zsl_split,3,300,96112999a.tif,28589,50379938-9939.tif,0
zsl_split,3,301,95732859.tif,297,96026186.tif,1
zsl_split,3,301,95732859.tif,30377,2060549892_2060549900.tif,0
zsl_split,3,302,95732860.tif,310,96152870.tif,1
zsl_split,3,302,95732860.tif,12450,2069727832.tif,0
zsl_split,3,303,95732862.tif,311,96584270.tif,1
zsl_split,3,303,95732862.tif,68953,2040649857.tif,0
zsl_split,3,304,96018614.tif,309,95732874.tif,1
zsl_split,3,304,96018614.tif,29078,2070051921_1923.tif,0
zsl_split,3,305,96158364_8365.tif,306,96669872.tif,1
zsl_split,3,305,96158364_8365.tif,29759,50378043-8047.tif,0
zsl_split,3,306,96669872.tif,314,96045985.tif,1
zsl_split,3,306,96669872.tif,13754,2069726065.tif,0
zsl_split,3,307,95732869.tif,297,96026186.tif,1
zsl_split,3,307,95732869.tif,18741,tob07415.68.tif,0
zsl_split,3,308,95732873.tif,299,95732868.tif,1
zsl_split,3,308,95732873.tif,45127,71390442.tif,0
zsl_split,3,309,95732874.tif,303,95732862.tif,1
zsl_split,3,309,95732874.tif,18550,00856837_6842.tif,0
zsl_split,3,310,96152870.tif,303,95732862.tif,1
zsl_split,3,310,96152870.tif,4008,2082227260.tif,0
